step,loss,adapter_grad_abs_sum,llm_grad_abs_sum,gpu_mem_allocated_mb,gpu_mem_reserved_mb,elapsed_sec
1,6.043432235717773,9205.165737330914,0.0,2453.560546875,2602.0,0.42274788400391117
2,5.583851337432861,20389.049622774124,0.0,2515.861328125,3192.0,0.4487818799971137
3,6.913603782653809,27048.524129867554,0.0,2516.0,3192.0,0.47123208599805366
4,6.9242987632751465,351347.6054096222,0.0,2516.0,3192.0,0.4933538290060824
5,7.136692523956299,6447.8991532325745,0.0,2516.0,3196.0,0.5156060120061738
6,6.5205841064453125,8239.489909231663,0.0,2784.53955078125,3876.0,0.5393074000021443
7,6.962400913238525,18046.933670282364,0.0,2784.53955078125,3876.0,0.5616562430077465
8,6.830492973327637,11312.299901425838,0.0,2784.53955078125,3876.0,0.5838414640020346
9,5.846558570861816,9955.098436713219,0.0,2784.53955078125,3876.0,0.6058252240036381
10,6.277860164642334,8561.06824105978,0.0,2784.53955078125,3876.0,0.6277520559960976
11,6.4585466384887695,19235.281379699707,0.0,2784.53955078125,3876.0,0.650032770994585
12,6.384724140167236,7353.96095097065,0.0,2784.53955078125,3876.0,0.6721034310030518
13,5.84315824508667,6122.181750416756,0.0,2784.53955078125,3876.0,0.6941931159963133
14,6.010007381439209,12235.564381957054,0.0,2784.53955078125,3876.0,0.7162135870021302
15,6.289093494415283,12041.119963526726,0.0,2784.53955078125,3876.0,0.738306236002245
16,6.155157566070557,4710.221161723137,0.0,2784.53955078125,3876.0,0.7604915429983521
17,6.508462905883789,22750.843668460846,0.0,2784.53955078125,3876.0,0.782432684005471
18,6.068634033203125,4051.1727395653725,0.0,2784.53955078125,3876.0,0.8043685660086339
19,5.963142395019531,5899.343022435904,0.0,2784.53955078125,3876.0,0.8264285850018496
20,6.457889080047607,2119.248549282551,0.0,2784.53955078125,3876.0,0.848365518002538
21,5.889729976654053,3119.024065360427,0.0,2784.53955078125,3876.0,0.8704490359959891
22,6.631359577178955,2132.4595171660185,0.0,2784.53955078125,3876.0,0.8924561309977435
23,6.307100296020508,2021.2684537917376,0.0,2784.53955078125,3876.0,0.9145704660040792
24,6.156843185424805,1923.003118276596,0.0,2784.53955078125,3876.0,0.9366367250040639
25,6.504047870635986,2372.9565743505955,0.0,2784.53955078125,3876.0,0.9589350339956582
26,6.41250467300415,2057.4179236888885,0.0,2784.53955078125,3876.0,0.9811256520042662
27,6.374678611755371,1510.9189930930734,0.0,2784.53955078125,3876.0,1.0032145800068974
28,6.432409763336182,1389.2611326649785,0.0,2784.53955078125,3876.0,1.025187143997755
29,6.058903694152832,1366.8234673142433,0.0,2784.53955078125,3876.0,1.0471945710014552
30,6.029675483703613,1255.843810364604,0.0,2784.53955078125,3876.0,1.0691966279991902
31,6.387400150299072,1319.6133406609297,0.0,2784.53955078125,3876.0,1.0911978780059144
32,6.049752712249756,1071.1531999111176,0.0,2784.53955078125,3876.0,1.1131591090088477
33,5.90880012512207,6911.580650776625,0.0,2784.53955078125,3876.0,1.1352077019982971
34,5.73756217956543,1080.9991404041648,0.0,2784.53955078125,3876.0,1.157508994001546
35,5.908510208129883,981.5754588097334,0.0,2784.53955078125,3876.0,1.179538953001611
36,6.414477348327637,1272.3831173479557,0.0,2784.53955078125,3876.0,1.2014656469982583
37,6.162052631378174,1285.9160503819585,0.0,2784.53955078125,3876.0,1.223503665998578
38,5.9654693603515625,7916.301785230637,0.0,2784.53955078125,3876.0,1.2454294939961983
39,5.908742427825928,1129.4032928720117,0.0,2784.53955078125,3876.0,1.2672385930054588
40,6.3574628829956055,993.1802775152028,0.0,2784.53955078125,3876.0,1.2893131140008336
41,6.216909408569336,1003.1301416158676,0.0,2784.53955078125,3876.0,1.311440097008017
42,5.839330673217773,1084.846071600914,0.0,2784.53955078125,3876.0,1.3349492389970692
43,5.492584228515625,942.4527447223663,0.0,2784.53955078125,3890.0,1.3591257079970092
44,5.886616230010986,1128.5122356116772,0.0,2784.53955078125,3890.0,1.3820252419973258
45,5.6544508934021,918.0096769668162,0.0,2784.53955078125,3890.0,1.40444435000245
46,5.769549369812012,1195.403337560594,0.0,2784.53955078125,3890.0,1.4266014409950003
47,5.731314659118652,959.4765500277281,0.0,2784.53955078125,3890.0,1.4499601130082738
48,6.036160469055176,16591.999829649925,0.0,2784.53955078125,3890.0,1.4730643229995621
49,6.095289707183838,2338.8996500372887,0.0,2784.53955078125,3890.0,1.4957857670087833
50,5.862177848815918,1795.3979419618845,0.0,2784.53955078125,3890.0,1.5179992080084048
51,5.4227375984191895,4773.338802456856,0.0,2784.53955078125,3890.0,1.5412777820019983
52,5.6078691482543945,8663.647552907467,0.0,2784.53955078125,3890.0,1.5651341619959567
53,5.986778736114502,2540.9450749456882,0.0,2784.53955078125,3890.0,1.5880930639978033
54,5.373171329498291,3739.643786609173,0.0,2784.53955078125,3890.0,1.6116791700042086
55,5.9858717918396,1516.5332254171371,0.0,2784.53955078125,3890.0,1.6338531320070615
56,5.461928844451904,1552.8631967753172,0.0,2784.53955078125,3890.0,1.656399521001731
57,6.127504348754883,3232.3312109708786,0.0,2784.53955078125,3890.0,1.679279421994579
58,5.56800651550293,20728.79222512245,0.0,2784.53955078125,3890.0,1.7026655420049792
59,5.691756248474121,1459.7688089609146,0.0,2784.53955078125,3890.0,1.7258981610066257
60,5.59168004989624,1861.9624152481556,0.0,2784.53955078125,3890.0,1.747899451002013
61,5.883876800537109,2784.336097419262,0.0,2784.53955078125,3890.0,1.770157033999567
62,5.668010711669922,1682.61730748415,0.0,2784.53955078125,3890.0,1.792153051996138
63,6.196306228637695,4782.507288694382,0.0,2784.53955078125,3890.0,1.8141980420041364
64,6.166363716125488,4978.3833465874195,0.0,2784.53955078125,3890.0,1.8361783270083833
65,5.672666072845459,3355.10061070323,0.0,2784.53955078125,3890.0,1.8582179009972606
66,5.971710205078125,4248.7164098620415,0.0,2784.53955078125,3890.0,1.8802448500064202
67,5.897884368896484,1049.550421372056,0.0,2784.53955078125,3890.0,1.9022805060085375
68,5.565160751342773,1356.4754578620195,0.0,2784.53955078125,3890.0,1.9258821149996947
69,6.069000720977783,3750.7961519360542,0.0,2784.53955078125,3890.0,1.948958886001492
70,5.702469825744629,1012.884433798492,0.0,2784.53955078125,3890.0,1.9715458090067841
71,6.1909308433532715,4589.487421363592,0.0,2784.53955078125,3890.0,1.9942452109971782
72,5.710526466369629,8700.120177984238,0.0,2784.53955078125,3890.0,2.016494605995831
73,5.342023849487305,64149.849517822266,0.0,2784.53955078125,3890.0,2.038461410003947
74,5.671522617340088,1053.8122283443809,0.0,2784.53955078125,3890.0,2.0619134029984707
75,5.865715026855469,4630.672530353069,0.0,2784.53955078125,3890.0,2.0840823010075837
76,5.72908353805542,2378.4816921055317,0.0,2784.53955078125,3890.0,2.106061205995502
77,5.636045932769775,1105.8819361254573,0.0,2784.53955078125,3890.0,2.1281585579999955
78,5.870511054992676,2844.845940038562,0.0,2784.53955078125,3890.0,2.1501139479951235
79,6.150444984436035,2558.6331581920385,0.0,2784.53955078125,3890.0,2.1724253489956027
80,6.125354290008545,4216.898950338364,0.0,2784.53955078125,3890.0,2.1943723279982805
81,5.56243371963501,1614.8768489211798,0.0,2784.53955078125,3890.0,2.2164330429950496
82,5.716597080230713,2395.3327611982822,0.0,2784.53955078125,3890.0,2.238426365001942
83,5.663872241973877,1660.3830803632736,0.0,2784.53955078125,3890.0,2.26036826899508
84,5.942911148071289,3162.139255553484,0.0,2784.53955078125,3890.0,2.2824148640065687
85,5.59091329574585,4204.182791173458,0.0,2784.53955078125,3890.0,2.305429765008739
86,6.217457294464111,9131.914860367775,0.0,2784.53955078125,3890.0,2.3274572060036007
87,6.067010879516602,5285.766978144646,0.0,2784.53955078125,3890.0,2.3495602589973714
88,5.698712348937988,2397.7800101190805,0.0,2784.53955078125,3890.0,2.371811303004506
89,6.082673072814941,3967.5890914797783,0.0,2784.53955078125,3890.0,2.3938325380004244
90,5.791134357452393,4868.076245069504,0.0,2784.53955078125,3890.0,2.4159004719986115
91,5.617523193359375,4125.512696266174,0.0,2784.53955078125,3890.0,2.437906990002375
92,5.8912763595581055,54381.45823049545,0.0,2784.53955078125,3890.0,2.4598743289971026
93,5.808538913726807,18384.12396621704,0.0,2784.53955078125,3890.0,2.4822662369988393
94,5.526749610900879,5380.000841021538,0.0,2784.53955078125,3890.0,2.5054694270074833
95,5.500759124755859,2094.61766846478,0.0,2784.53955078125,3890.0,2.527561366005102
96,5.639441013336182,6681.095732986927,0.0,2784.53955078125,3890.0,2.5496147999947425
97,5.811757564544678,6848.147893190384,0.0,2784.53955078125,3890.0,2.5718427670071833
98,5.972099304199219,4102.440358519554,0.0,2784.53955078125,3890.0,2.59385508899868
99,5.427407264709473,3215.1964092850685,0.0,2784.53955078125,3890.0,2.61591412499547
100,5.92902135848999,9292.291472673416,0.0,2784.53955078125,3890.0,2.6380124860006617
101,6.310823440551758,44161.63304710388,0.0,2784.53955078125,3890.0,2.6603383059991756
102,5.937032222747803,5793.298441886902,0.0,2784.53955078125,3890.0,2.6822989110078197
103,6.6490020751953125,15011.41735124588,0.0,2784.53955078125,3890.0,2.704399616995943
104,6.783984184265137,4404.025607347488,0.0,2784.53955078125,3890.0,2.7263724240037845
105,6.9232988357543945,24928.268396377563,0.0,2784.53955078125,3890.0,2.748487660996034
106,6.495524883270264,10665.245625257492,0.0,2784.53955078125,3890.0,2.770670280995546
107,6.598964691162109,21347.98791909218,0.0,2784.53955078125,3890.0,2.7926223700051196
108,6.6015543937683105,12469.697793245316,0.0,2784.53955078125,3890.0,2.814509692005231
109,6.780636310577393,41370.828948020935,0.0,2784.53955078125,3890.0,2.836546891994658
110,6.669702053070068,11601.083713293076,0.0,2784.53955078125,3890.0,2.8585189750010613
111,6.2504143714904785,1655.3906712383032,0.0,2784.53955078125,3890.0,2.8805621579958824
112,6.553869724273682,2494.3166524469852,0.0,2784.53955078125,3890.0,2.902621581000858
113,6.039255619049072,3332.451846718788,0.0,2784.53955078125,3890.0,2.924631337999017
114,5.494994163513184,2167.673232316971,0.0,2784.53955078125,3890.0,2.9466864520072704
115,5.929808616638184,1616.7541497647762,0.0,2784.53955078125,3890.0,2.9691793819947634
116,5.7727203369140625,715.0728876590729,0.0,2784.53955078125,3890.0,2.991298797001946
117,5.686873435974121,1148.331931039691,0.0,2784.53955078125,3890.0,3.013322679005796
118,5.7203264236450195,2679.4233263134956,0.0,2784.53955078125,3890.0,3.03531306500372
119,6.232762813568115,4273.69929754734,0.0,2784.53955078125,3890.0,3.0572623220068635
120,5.009098052978516,16415.66638994217,0.0,2784.53955078125,3890.0,3.08038711300469
121,6.217114448547363,644.77563624084,0.0,2784.53955078125,3890.0,3.1024748400086537
122,5.83007287979126,1364.147131472826,0.0,2784.53955078125,3890.0,3.124483309002244
123,5.514687538146973,4583.368541002274,0.0,2784.53955078125,3890.0,3.146522986004129
124,5.232697010040283,4530.381218552589,0.0,2784.53955078125,3890.0,3.170004578001681
125,5.768836975097656,527.6480004787445,0.0,2784.53955078125,3890.0,3.191987676997087
126,5.481995105743408,488.2624294087291,0.0,2784.53955078125,3890.0,3.2140267610084265
127,5.643974781036377,461.4503991007805,0.0,2784.53955078125,3890.0,3.2360674160008784
128,5.411948204040527,594.9781326204538,0.0,2784.53955078125,3890.0,3.2580752360081533
129,5.507901668548584,568.5747171416879,0.0,2784.53955078125,3890.0,3.280076000999543
130,5.665465354919434,474.07402773201466,0.0,2784.53955078125,3890.0,3.3020379310037242
131,5.587347984313965,441.06127416342497,0.0,2784.53955078125,3890.0,3.3240117899986217
132,5.590706825256348,551.7205493450165,0.0,2784.53955078125,3890.0,3.3460028919944307
133,5.691296100616455,475.2178768143058,0.0,2784.53955078125,3890.0,3.368222518998664
134,5.649532318115234,472.6252510175109,0.0,2784.53955078125,3890.0,3.3902368400013074
135,5.965893745422363,526.1364401467144,0.0,2784.53955078125,3890.0,3.4121863010077504
136,5.814231872558594,531.6010086797178,0.0,2784.53955078125,3890.0,3.434181343007367
137,5.860994815826416,510.75930155441165,0.0,2784.53955078125,3890.0,3.4562194519967306
138,5.962266445159912,499.39993772655725,0.0,2784.53955078125,3890.0,3.478945434995694
139,5.547535419464111,479.18641601502895,0.0,2784.53955078125,3890.0,3.501533375994768
140,5.8669538497924805,624.9860846400261,0.0,2784.53955078125,3890.0,3.5236794730008114
141,5.377686023712158,470.8328643590212,0.0,2784.53955078125,3890.0,3.545715813001152
142,6.157186031341553,529.7079637125134,0.0,2784.53955078125,3890.0,3.567962811997859
143,5.562804698944092,452.1366589702666,0.0,2784.53955078125,3890.0,3.5900446940067923
144,5.326418399810791,498.96373173594475,0.0,2784.53955078125,3890.0,3.611992845995701
145,5.540353775024414,395.3028222620487,0.0,2784.53955078125,3890.0,3.633996816002764
146,5.2106828689575195,452.0170406475663,0.0,2784.53955078125,3890.0,3.656105732996366
147,6.055990219116211,421.5633338354528,0.0,2784.53955078125,3890.0,3.678172113999608
148,5.539669036865234,396.5598987657577,0.0,2784.53955078125,3890.0,3.70024865999585
149,5.314276218414307,604.6923415735364,0.0,2784.53955078125,3890.0,3.7234355990076438
150,5.6442084312438965,423.1863369420171,0.0,2784.53955078125,3890.0,3.745446037995862
151,5.872923851013184,501.18136233091354,0.0,2784.53955078125,3890.0,3.767641726997681
152,5.860598087310791,486.6302109211683,0.0,2784.53955078125,3890.0,3.7897286350053037
153,5.830627918243408,465.1911844238639,0.0,2784.53955078125,3890.0,3.811797579997801
154,5.789072036743164,476.3719566129148,0.0,2784.53955078125,3890.0,3.8337674170034006
155,5.925154685974121,495.3440221734345,0.0,2784.53955078125,3890.0,3.8558690680074506
156,5.397054195404053,352.42434796504676,0.0,2784.53955078125,3890.0,3.8779181870049797
157,5.328704357147217,852.4271264970303,0.0,2784.53955078125,3890.0,3.899948467995273
158,5.382293701171875,432.4712252691388,0.0,2784.53955078125,3890.0,3.921969689996331
159,5.868711948394775,639.6653403788805,0.0,2784.53955078125,3890.0,3.9440536869951757
160,5.572124481201172,430.59049673750997,0.0,2784.53955078125,3890.0,3.966245698000421
161,5.145230770111084,458.634271517396,0.0,2784.53955078125,3890.0,3.9895135249971645
162,5.071808338165283,506.33316269144416,0.0,2784.53955078125,3890.0,4.012869194004452
163,5.849582672119141,508.86705435067415,0.0,2784.53955078125,3890.0,4.03486516099656
164,5.468557357788086,393.8683733344078,0.0,2784.53955078125,3890.0,4.056896556008724
165,5.7802414894104,521.0854933708906,0.0,2784.53955078125,3890.0,4.078823652002029
166,5.6532087326049805,463.58639727532864,0.0,2784.53955078125,3890.0,4.100882476006518
167,5.576033592224121,511.30337623506784,0.0,2784.53955078125,3890.0,4.122867983998731
168,5.773427486419678,672.3301929086447,0.0,2784.53955078125,3890.0,4.144948362998548
169,6.142115592956543,566.5021470561624,0.0,2784.53955078125,3890.0,4.167198594004731
170,5.979015827178955,621.9637907594442,0.0,2784.53955078125,3890.0,4.189211421995424
171,5.752315998077393,481.46202410012484,0.0,2784.53955078125,3890.0,4.211190269008512
172,5.616395473480225,398.1464208588004,0.0,2784.53955078125,3890.0,4.233203940995736
173,5.134419918060303,626.1886032298207,0.0,2784.53955078125,3890.0,4.256272811995586
174,5.563547134399414,685.0566671341658,0.0,2784.53955078125,3890.0,4.2782568380062
175,5.483728408813477,1284.5069453716278,0.0,2784.53955078125,3890.0,4.3003257870004745
176,5.503236293792725,2861.55611205101,0.0,2784.53955078125,3890.0,4.32233025500318
177,5.3793864250183105,613.1095439791679,0.0,2784.53955078125,3890.0,4.344233556999825
178,5.754930019378662,861.2509244978428,0.0,2784.53955078125,3890.0,4.3677713189972565
179,5.622090816497803,707.5683015584946,0.0,2784.53955078125,3890.0,4.389843206008663
180,5.680000305175781,442.77565095573664,0.0,2784.53955078125,3890.0,4.411712364002597
181,5.3058342933654785,497.77249648422,0.0,2784.53955078125,3890.0,4.434995144998538
182,5.511739253997803,378.0154406540096,0.0,2784.53955078125,3890.0,4.45704073899833
183,5.970954418182373,1213.8966845870018,0.0,2784.53955078125,3890.0,4.479234846003237
184,5.886961460113525,551.0837042331696,0.0,2784.53955078125,3890.0,4.5013230180047685
185,5.607165813446045,452.61288258060813,0.0,2784.53955078125,3890.0,4.523362163003185
186,5.6295270919799805,626.0346751660109,0.0,2784.53955078125,3890.0,4.545369434999884
187,5.343545913696289,416.72585789859295,0.0,2784.53955078125,3890.0,4.568920612000511
188,5.217740535736084,462.9716604091227,0.0,2784.53955078125,3890.0,4.5921199709991924
189,5.680607795715332,399.60671876370907,0.0,2784.53955078125,3890.0,4.614323126006639
190,5.109649181365967,425.0555871501565,0.0,2784.53955078125,3890.0,4.636430844999268
191,5.613783836364746,349.58439610525966,0.0,2784.53955078125,3890.0,4.658387037998182
192,5.422793865203857,421.76123233884573,0.0,2784.53955078125,3890.0,4.680498797999462
193,5.630772113800049,497.71634308993816,0.0,2784.53955078125,3890.0,4.702489411996794
194,5.704989910125732,401.22856333851814,0.0,2784.53955078125,3890.0,4.7244149960024515
195,5.197542190551758,384.30078955739737,0.0,2784.53955078125,3890.0,4.746451394996257
196,5.826869487762451,529.311859972775,0.0,2784.53955078125,3890.0,4.768770412003505
197,5.351893901824951,451.32277062162757,0.0,2784.53955078125,3890.0,4.790832201004378
198,5.771424770355225,433.7696888111532,0.0,2784.53955078125,3890.0,4.812920689000748
199,5.636127471923828,441.16217439994216,0.0,2784.53955078125,3890.0,4.834943624999141
200,5.996302604675293,448.2797875665128,0.0,2784.53955078125,3890.0,4.856863378008711
201,5.21609354019165,397.1001614294946,0.0,2784.53955078125,3890.0,4.880343554003048
202,5.507877826690674,388.1999830901623,0.0,2784.53955078125,3890.0,4.902418017998571
203,5.628714561462402,447.45331086218357,0.0,2784.53955078125,3890.0,4.924371040004189
204,5.310019016265869,404.0700415223837,0.0,2784.53955078125,3890.0,4.946328556005028
205,5.246623992919922,368.84343838877976,0.0,2784.53955078125,3890.0,4.969786814006511
206,4.869574546813965,380.48063054680824,0.0,2784.53955078125,3890.0,4.993188196007395
207,5.761438369750977,547.6149003766477,0.0,2784.53955078125,3890.0,5.015282292995835
208,5.492321968078613,413.1129735186696,0.0,2784.53955078125,3890.0,5.037517528005992
209,5.676177024841309,449.8004413507879,0.0,2784.53955078125,3890.0,5.059801038005389
210,5.4536213874816895,377.8852163478732,0.0,2784.53955078125,3890.0,5.081846392000443
211,5.5040130615234375,404.4046241939068,0.0,2784.53955078125,3890.0,5.10391780899954
212,5.208347320556641,421.981476444751,0.0,2784.53955078125,3890.0,5.125992683999357
213,5.377579689025879,463.4303445406258,0.0,2784.53955078125,3890.0,5.147919149996596
214,5.222709655761719,391.96536975353956,0.0,2784.53955078125,3890.0,5.170357529001194
215,5.470489025115967,495.5116977132857,0.0,2784.53955078125,3890.0,5.192437004006933
216,5.450132369995117,609.3359446153045,0.0,2784.53955078125,3890.0,5.214409819003777
217,5.192261219024658,441.7081459723413,0.0,2784.53955078125,3890.0,5.237545555995894
218,5.448923587799072,407.8850981704891,0.0,2784.53955078125,3890.0,5.259697433008114
219,5.770596504211426,685.8345972448587,0.0,2784.53955078125,3890.0,5.281664652997279
220,5.411739349365234,962.1751212030649,0.0,2784.53955078125,3890.0,5.303777854001964
221,4.756434440612793,409.2857736721635,0.0,2784.53955078125,3890.0,5.325614494999172
222,5.518831253051758,418.2967477366328,0.0,2784.53955078125,3890.0,5.347618674000842
223,5.409456729888916,485.72889871150255,0.0,2784.53955078125,3890.0,5.369852168005309
224,5.317931652069092,441.3132621049881,0.0,2784.53955078125,3890.0,5.391779330006102
225,5.535232067108154,1600.9449653625488,0.0,2784.53955078125,3890.0,5.41375549499935
226,5.6518635749816895,739.161129206419,0.0,2784.53955078125,3890.0,5.435702032002155
227,5.274136066436768,1001.2536385655403,0.0,2784.53955078125,3890.0,5.457713370997226
228,4.641421794891357,690.7998914942145,0.0,2784.53955078125,3890.0,5.481107493003947
229,5.5895915031433105,502.54177026078105,0.0,2784.53955078125,3890.0,5.50355548200605
230,5.320506572723389,591.5444262474775,0.0,2784.53955078125,3890.0,5.525551811006153
231,5.085174083709717,799.579875677824,0.0,2784.53955078125,3890.0,5.547634767004638
232,5.426088333129883,550.8400039896369,0.0,2784.53955078125,3890.0,5.569922441005474
233,5.368453502655029,476.0743770971894,0.0,2784.53955078125,3890.0,5.591885354995611
234,5.601973533630371,633.9177284538746,0.0,2784.53955078125,3890.0,5.613846369000385
235,5.395317554473877,623.2463631778955,0.0,2784.53955078125,3890.0,5.635934496007394
236,5.20706844329834,670.4527000710368,0.0,2784.53955078125,3890.0,5.657882626997889
237,5.357449531555176,799.4279557988048,0.0,2784.53955078125,3890.0,5.679821131998324
238,5.377058982849121,554.8951320424676,0.0,2784.53955078125,3890.0,5.701795168002718
239,5.663594722747803,1460.8235974013805,0.0,2784.53955078125,3890.0,5.72382405299868
240,5.474328994750977,909.7112819105387,0.0,2784.53955078125,3890.0,5.745805297003244
241,5.143074035644531,680.2920237630606,0.0,2784.53955078125,3890.0,5.768052821003948
242,5.425177097320557,924.003039881587,0.0,2784.53955078125,3890.0,5.790056154000922
243,5.437370777130127,804.8530547171831,0.0,2784.53955078125,3890.0,5.8121216720028315
244,5.519714832305908,698.7294788509607,0.0,2784.53955078125,3890.0,5.83403754500614
245,5.401885509490967,773.6496420800686,0.0,2784.53955078125,3890.0,5.8573356900014915
246,5.44337797164917,716.1876898854971,0.0,2784.53955078125,3890.0,5.879348510003183
247,5.08329963684082,1008.9376431256533,0.0,2784.53955078125,3890.0,5.902526425998076
248,5.333490371704102,1888.854546368122,0.0,2784.53955078125,3890.0,5.92459014999622
249,5.230777740478516,551.1848567426205,0.0,2784.53955078125,3890.0,5.9467629400023725
250,4.9814629554748535,657.4387045502663,0.0,2784.53955078125,3890.0,5.9690294610045385
251,5.044515609741211,715.1244915872812,0.0,2784.53955078125,3890.0,5.991290845995536
252,5.219806671142578,535.843814983964,0.0,2784.53955078125,3890.0,6.0133117549994495
